Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Kilograms,Steps,Note
2020-10-01,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-01,Running,Cardio,443.0,31,,,,,
2020-10-01,Running,Cardio,443.0,31,,,,,
2020-10-05,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-05,Running,Cardio,122.0,10,,,,,
2020-10-06,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-06,Running,Cardio,1052.0,83,,,,,
2020-10-07,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-07,Running,Cardio,179.0,13,,,,,
2020-10-07,Running,Cardio,189.0,14,,,,,
2020-10-08,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-08,Running,Cardio,492.0,34,,,,,
2020-10-10,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-10,Running,Cardio,886.0,69,,,,,
2020-10-10,Running,Cardio,139.0,12,,,,,
2020-10-12,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-12,Running,Cardio,209.0,15,,,,,
2020-10-12,Running,Cardio,184.0,13,,,,,
2020-10-13,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-13,Running,Cardio,487.0,33,,,,,
2020-10-14,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-14,Running,Cardio,158.0,12,,,,,
2020-10-15,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-15,Running,Cardio,485.0,33,,,,,
2020-10-15,Running,Cardio,479.0,34,,,,,
2020-10-16,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-16,Running,Cardio,331.0,25,,,,,
2020-10-17,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-17,Running,Cardio,1100.0,79,,,,,
2020-10-20,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-20,Running,Cardio,490.0,33,,,,,
2020-10-21,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-21,Running,Cardio,191.0,14,,,,,
2020-10-22,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-22,Running,Cardio,456.0,31,,,,,
2020-10-22,Running,Cardio,139.0,12,,,,,
2020-10-24,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-24,Running,Cardio,997.0,79,,,,,
2020-10-29,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-29,Running,Cardio,505.0,36,,,,,
2020-10-30,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-30,Running,Cardio,194.0,14,,,,,
2020-10-31,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-10-31,Running,Cardio,984.0,68,,,,,
2020-11-03,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-11-03,Running,Cardio,475.0,33,,,,,
2020-11-03,Running,Cardio,134.0,11,,,,,
2020-11-04,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-11-04,Running,Cardio,342.0,28,,,,,
2020-11-05,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-11-05,Running,Cardio,496.0,35,,,,,
2020-11-07,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-11-07,Running,Cardio,972.0,67,,,,,
2020-11-09,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-11-09,Running,Cardio,272.0,20,,,,,
2020-11-10,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-11-10,Running,Cardio,510.0,39,,,,,
2020-11-24,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-11-24,Running,Cardio,502.0,38,,,,,
2020-11-26,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-11-26,Running,Cardio,503.0,36,,,,,
2020-11-28,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-11-28,Running,Cardio,168.0,14,,,,,
2020-11-29,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-11-29,Running,Cardio,998.0,73,,,,,
2020-12-03,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-03,Running,Cardio,503.0,38,,,,,
2020-12-03,Running,Cardio,503.0,38,,,,,
2020-12-04,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-04,Running,Cardio,349.0,28,,,,,
2020-12-06,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-06,Running,Cardio,1001.0,72,,,,,
2020-12-08,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-08,Running,Cardio,399.0,28,,,,,
2020-12-09,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-09,Running,Cardio,164.0,13,,,,,
2020-12-09,Running,Cardio,76.0,6,,,,,
2020-12-09,Running,Cardio,134.0,10,,,,,
2020-12-10,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-10,Running,Cardio,484.0,33,,,,,
2020-12-12,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-12,Running,Cardio,889.0,67,,,,,
2020-12-15,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-15,Running,Cardio,481.0,35,,,,,
2020-12-19,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-19,Running,Cardio,446.0,33,,,,,
2020-12-27,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-27,Running,Cardio,968.0,75,,,,,
2020-12-29,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-29,Running,Cardio,24.0,3,,,,,
2020-12-29,Running,Cardio,450.0,34,,,,,
2020-12-31,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2020-12-31,Running,Cardio,473.0,32,,,,,
2021-01-02,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-02,Running,Cardio,981.0,75,,,,,
2021-01-07,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-07,Running,Cardio,449.0,35,,,,,
2021-01-09,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-09,Running,Cardio,1059.0,82,,,,,
2021-01-12,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-12,Running,Cardio,439.0,32,,,,,
2021-01-14,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-14,Running,Cardio,482.0,34,,,,,
2021-01-16,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-16,Running,Cardio,437.0,31,,,,,
2021-01-19,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-19,Running,Cardio,491.0,34,,,,,
2021-01-19,Running,Cardio,491.0,34,,,,,
2021-01-22,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-22,Running,Cardio,478.0,34,,,,,
2021-01-24,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-24,Running,Cardio,996.0,76,,,,,
2021-01-26,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-26,Running,Cardio,443.0,32,,,,,
2021-01-28,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-28,Running,Cardio,470.0,32,,,,,
2021-01-30,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-01-30,Running,Cardio,973.0,73,,,,,
2021-02-02,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-02,Running,Cardio,441.0,32,,,,,
2021-02-04,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-04,Running,Cardio,473.0,32,,,,,
2021-02-06,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-06,Running,Cardio,967.0,73,,,,,
2021-02-09,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-09,Running,Cardio,444.0,32,,,,,
2021-02-11,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-11,Running,Cardio,476.0,33,,,,,
2021-02-13,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-13,Running,Cardio,1250.0,99,,,,,
2021-02-16,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-16,Running,Cardio,445.0,34,,,,,
2021-02-18,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-18,Running,Cardio,481.0,34,,,,,
2021-02-20,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-20,Running,Cardio,967.0,72,,,,,
2021-02-23,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-23,Running,Cardio,483.0,34,,,,,
2021-02-25,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-25,Running,Cardio,584.0,43,,,,,
2021-02-27,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-02-27,Running,Cardio,68.0,7,,,,,
2021-02-27,Running,Cardio,882.0,67,,,,,
2021-03-02,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-03-02,Running,Cardio,450.0,33,,,,,
2021-03-02,Running,Cardio,572.0,40,,,,,
2021-03-04,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-03-04,Running,Cardio,471.0,33,,,,,
2021-03-07,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-03-07,Running,Cardio,1236.0,101,,,,,
2021-03-09,Running,Cardio,130.0,51,,,,,
2021-03-11,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-03-11,Running,Cardio,378.0,27,,,,,
2021-03-11,Running,Cardio,381.0,28,,,,,
2021-03-13,Cross-trainer,Cardio,400.0,25,,,,,
2021-03-14,Cross-trainer,Cardio,440.0,30,,,,,
2021-03-16,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-03-16,Running,Cardio,302.0,43,,,,,
2021-03-18,Cross-trainer,Cardio,400.0,30,,,,,
2021-03-23,Cross-trainer,Cardio,420.0,30,,,,,
2021-03-24,Cross-trainer,Cardio,80.0,5,,,,,
2021-03-24,push ups,Strength,,,3,16,,,
2021-03-27,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-03-30,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-03-30,Running,Cardio,955.0,73,,,,,
2021-04-01,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-04-01,Running,Cardio,385.0,30,,,,,
2021-04-02,Cross-trainer,Cardio,236.0,15,,,,,
2021-04-02,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-04-02,Running,Cardio,36.0,6,,,,,
2021-04-03,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-04-03,Running,Cardio,946.0,71,,,,,
2021-04-06,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-04-06,Running,Cardio,981.0,77,,,,,
2021-04-08,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-04-08,Running,Cardio,940.0,72,,,,,
2021-04-17,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-04-17,Running,Cardio,953.0,76,,,,,
2021-04-20,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-04-20,Running,Cardio,882.0,70,,,,,
2021-04-22,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-04-22,Running,Cardio,861.0,67,,,,,
2021-04-25,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-04-25,Running,Cardio,878.0,67,,,,,
2021-04-29,Cross-trainer,Cardio,440.0,30,,,,,
2021-05-01,Cross-trainer,Cardio,400.0,30,,,,,
2021-05-02,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-05-02,Running,Cardio,840.0,64,,,,,
2021-06-08,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-06-08,Running,Cardio,557.0,44,,,,,
2021-06-17,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-06-17,Running,Cardio,486.0,37,,,,,
2021-06-25,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-06-25,Running,Cardio,537.0,42,,,,,
2021-06-25,Running,Cardio,11.0,1,,,,,
2021-06-27,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-06-27,Running,Cardio,564.0,45,,,,,
2021-12-04,MapMyFitness calorie adjustment,Cardio,0.0,1,,,,,
2021-12-04,Running,Cardio,501.0,38,,,,,
2021-12-09,MapMyFitness calorie adjustment,Cardio,1948.0,1,,,,,
2021-12-09,Running,Cardio,123.0,11,,,,,
2021-12-09,Running,Cardio,167.0,14,,,,,
2021-12-10,MapMyFitness calorie adjustment,Cardio,1870.0,1,,,,,
2021-12-10,Running,Cardio,212.0,18,,,,,
2021-12-11,MapMyFitness calorie adjustment,Cardio,1862.0,1,,,,,
2021-12-11,Running,Cardio,204.0,17,,,,,
2021-12-11,Running,Cardio,204.0,16,,,,,
2021-12-13,MapMyFitness calorie adjustment,Cardio,1357.0,1,,,,,
2021-12-13,Running,Cardio,295.0,21,,,,,
2022-09-09,Running,Cardio,909.0,75,,,,,
2022-10-15,Running,Cardio,294.0,23,,,,,
2022-10-17,Running,Cardio,234.0,19,,,,,
2022-10-18,Running,Cardio,311.0,25,,,,,
2023-06-16,Running,Cardio,278.0,27,,,,,
2023-06-21,Running,Cardio,101.0,10,,,,,
2023-06-24,Running,Cardio,240.0,19,,,,,
2023-06-25,Running,Cardio,21.0,3,,,,,
2023-09-04,Running,Cardio,284.0,31,,,,,
2023-09-04,Running,Cardio,59.0,6,,,,,
2023-09-17,Running,Cardio,60.0,6,,,,,
2023-10-05,Running,Cardio,189.0,21,,,,,
2023-10-07,Running,Cardio,97.0,15,,,,,
2023-10-19,Running,Cardio,84.0,10,,,,,
2023-11-07,Running,Cardio,475.0,79,,,,,
2023-11-07,Running,Cardio,388.0,48,,,,,
2023-11-09,Running,Cardio,461.0,40,,,,,
2023-11-09,Running,Cardio,465.0,38,,,,,
2024-02-21,Running,Cardio,388.0,108,,,,,
2024-02-21,Running,Cardio,54.0,8,,,,,
2024-02-22,Running,Cardio,61.0,8,,,,,
2024-02-22,Running,Cardio,104.0,9,,,,,
2024-04-10,Running,Cardio,125.0,10,,,,,
2024-04-10,Running,Cardio,121.0,10,,,,,
2024-04-11,Running,Cardio,271.0,22,,,,,
2024-09-29,Running,Cardio,404.0,79,,,,,
2024-09-30,Running,Cardio,387.0,63,,,,,
2024-10-02,Running,Cardio,240.0,26,,,,,
2024-10-03,Running,Cardio,238.0,39,,,,,
2024-11-02,Running,Cardio,392.0,65,,,,,
2024-11-03,Running,Cardio,462.0,50,,,,,
2024-11-04,Running,Cardio,605.0,61,,,,,
2024-11-05,Walking,Cardio,635.0,170,,,,,
2024-11-07,Walking,Cardio,501.0,42,,,,,
2024-11-08,Running,Cardio,613.0,59,,,,,
2024-11-11,Running,Cardio,501.0,42,,,,,
2024-11-12,Running,Cardio,627.0,60,,,,,
2024-11-13,Running,Cardio,642.0,56,,,,,
2024-11-14,Running,Cardio,634.0,54,,,,,
2024-11-15,Running,Cardio,637.0,56,,,,,
2024-11-16,Running,Cardio,493.0,40,,,,,
2024-11-17,Running,Cardio,643.0,57,,,,,
2024-11-18,Running,Cardio,495.0,41,,,,,
2024-11-19,Running,Cardio,638.0,56,,,,,
2024-11-20,Running,Cardio,616.0,51,,,,,
2024-11-21,Running,Cardio,623.0,53,,,,,
2024-11-22,Running,Cardio,619.0,53,,,,,
2024-11-24,Running,Cardio,616.0,50,,,,,
2024-11-28,Running,Cardio,615.0,52,,,,,
2024-11-30,Running,Cardio,628.0,54,,,,,
2024-12-03,Running,Cardio,642.0,56,,,,,
2024-12-05,Running,Cardio,623.0,57,,,,,
2024-12-08,Running,Cardio,351.0,44,,,,,
2024-12-09,Running,Cardio,389.0,41,,,,,
2024-12-13,Running,Cardio,1197.0,469,,,,,
2024-12-20,Running,Cardio,576.0,78,,,,,
2025-01-07,Running,Cardio,359.0,59,,,,,
2025-01-11,Running,Cardio,367.0,32,,,,,
2025-01-12,Running,Cardio,448.0,143,,,,,
2025-01-12,Running,Cardio,4.0,1,,,,,
2025-01-14,Running,Cardio,493.0,41,,,,,
2025-01-16,Running,Cardio,469.0,39,,,,,
2025-01-18,Running,Cardio,363.0,31,,,,,
2025-01-20,Running,Cardio,227.0,18,,,,,
2025-01-22,Running,Cardio,487.0,41,,,,,
2025-01-24,Running,Cardio,507.0,51,,,,,
2025-01-31,Running,Cardio,393.0,53,,,,,
2025-02-14,Running,Cardio,476.0,46,,,,,
2025-02-18,Running,Cardio,418.0,37,,,,,
2025-02-19,Running,Cardio,490.0,42,,,,,
2025-02-21,Running,Cardio,536.0,48,,,,,
2025-02-24,Running,Cardio,417.0,37,,,,,
2025-03-05,Running,Cardio,2552.0,999,,,,,
2025-03-06,Running,Cardio,931.0,365,,,,,
2025-03-07,Running,Cardio,45.0,5,,,,,
2025-03-07,Running,Cardio,528.0,46,,,,,
2025-03-08,Running,Cardio,16.0,7,,,,,
2025-03-08,Running,Cardio,414.0,43,,,,,
2025-03-09,Running,Cardio,411.0,35,,,,,
2025-03-10,Running,Cardio,496.0,43,,,,,
2025-03-19,Running,Cardio,312.0,47,,,,,
2025-03-20,Running,Cardio,466.0,40,,,,,
2025-03-21,Running,Cardio,429.0,41,,,,,
2025-03-22,Running,Cardio,426.0,42,,,,,
2025-03-23,Running,Cardio,417.0,43,,,,,
2025-03-24,Running,Cardio,428.0,42,,,,,
2025-03-25,Running,Cardio,327.0,57,,,,,
2025-03-26,Running,Cardio,443.0,41,,,,,
2025-03-27,Running,Cardio,444.0,40,,,,,
2025-03-28,Running,Cardio,430.0,42,,,,,
2025-03-29,Running,Cardio,436.0,41,,,,,
2025-03-30,Running,Cardio,420.0,43,,,,,
2025-03-31,Running,Cardio,428.0,42,,,,,
2025-04-01,Running,Cardio,440.0,41,,,,,
2025-04-02,Running,Cardio,433.0,41,,,,,
2025-04-05,Running,Cardio,434.0,41,,,,,
2025-04-06,Running,Cardio,451.0,40,,,,,
2025-04-07,Running,Cardio,431.0,41,,,,,
2025-04-08,Running,Cardio,423.0,43,,,,,
2025-04-09,Running,Cardio,427.0,42,,,,,
2025-04-10,Running,Cardio,446.0,40,,,,,
2025-04-11,Running,Cardio,445.0,40,,,,,
2025-04-12,Running,Cardio,445.0,39,,,,,
2025-04-14,Running,Cardio,446.0,39,,,,,
2025-04-15,Running,Cardio,427.0,42,,,,,
2025-04-16,Running,Cardio,431.0,41,,,,,
2025-04-17,Running,Cardio,435.0,41,,,,,
2025-04-18,Running,Cardio,447.0,39,,,,,
2025-04-19,Running,Cardio,446.0,39,,,,,
2025-04-21,Running,Cardio,447.0,40,,,,,
2025-04-22,Running,Cardio,434.0,40,,,,,
2025-04-23,Running,Cardio,414.0,44,,,,,
2025-04-24,Running,Cardio,429.0,42,,,,,
2025-04-25,Running,Cardio,443.0,40,,,,,
2025-04-26,Running,Cardio,450.0,39,,,,,
2025-04-28,Running,Cardio,419.0,43,,,,,
2025-04-29,Running,Cardio,430.0,42,,,,,
2025-04-30,Running,Cardio,420.0,43,,,,,
2025-05-01,Running,Cardio,421.0,43,,,,,
2025-05-02,Running,Cardio,339.0,89,,,,,
2025-05-03,Running,Cardio,430.0,42,,,,,
2025-05-05,Running,Cardio,423.0,43,,,,,
2025-05-06,Running,Cardio,435.0,41,,,,,
2025-05-07,Running,Cardio,443.0,40,,,,,
2025-05-08,Running,Cardio,448.0,40,,,,,
2025-05-09,Running,Cardio,444.0,40,,,,,
2025-05-10,Running,Cardio,438.0,40,,,,,
2025-05-11,Running,Cardio,434.0,41,,,,,
2025-05-12,Running,Cardio,437.0,41,,,,,
2025-05-13,Running,Cardio,424.0,42,,,,,
2025-05-14,Running,Cardio,437.0,40,,,,,
2025-05-15,Running,Cardio,425.0,42,,,,,
2025-05-16,Running,Cardio,441.0,40,,,,,
2025-05-17,Running,Cardio,435.0,41,,,,,
2025-05-18,Running,Cardio,437.0,37,,,,,
2025-05-19,Running,Cardio,448.0,39,,,,,
2025-05-21,Running,Cardio,458.0,39,,,,,
2025-05-22,Running,Cardio,453.0,39,,,,,
2025-05-23,Running,Cardio,452.0,38,,,,,
2025-05-24,Running,Cardio,453.0,39,,,,,
2025-05-25,Running,Cardio,448.0,38,,,,,
2025-05-26,Running,Cardio,438.0,36,,,,,
2025-05-27,Running,Cardio,437.0,37,,,,,
2025-05-28,Running,Cardio,442.0,37,,,,,
2025-05-29,Running,Cardio,458.0,40,,,,,
2025-05-30,Running,Cardio,448.0,38,,,,,
2025-05-31,Running,Cardio,22.0,9,,,,,
2025-05-31,Running,Cardio,445.0,37,,,,,
2025-06-01,Running,Cardio,450.0,39,,,,,
2025-06-02,Running,Cardio,14.0,6,,,,,
2025-06-02,Running,Cardio,436.0,37,,,,,
2025-06-04,Running,Cardio,450.0,39,,,,,
2025-06-05,Running,Cardio,444.0,39,,,,,
2025-06-06,Running,Cardio,441.0,38,,,,,
2025-06-07,Running,Cardio,18.0,8,,,,,
2025-06-07,Running,Cardio,424.0,43,,,,,
2025-06-08,Running,Cardio,410.0,37,,,,,
2025-06-09,Running,Cardio,425.0,36,,,,,
2025-06-10,Running,Cardio,427.0,35,,,,,
2025-06-17,Running,Cardio,345.0,51,,,,,
2025-06-18,Running,Cardio,420.0,43,,,,,
2025-06-19,Running,Cardio,429.0,42,,,,,
2025-06-20,Running,Cardio,382.0,40,,,,,
2025-06-22,Running,Cardio,406.0,40,,,,,
2025-06-24,Running,Cardio,394.0,38,,,,,
2025-06-25,Running,Cardio,64.0,7,,,,,
2025-06-25,Running,Cardio,408.0,40,,,,,
2025-06-26,Running,Cardio,443.0,39,,,,,
2025-06-27,Running,Cardio,443.0,38,,,,,
2025-06-28,Running,Cardio,436.0,39,,,,,
2025-06-29,Running,Cardio,437.0,38,,,,,
2025-07-01,Running,Cardio,421.0,41,,,,,
2025-07-02,Running,Cardio,414.0,42,,,,,
2025-07-03,Running,Cardio,403.0,40,,,,,
